y,x,z,k1,z2,z3,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100
1.581,1.512,1.512,1,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512
0.996,0.39,0.39,1,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39
-2.927,-0.621,,0,-0.843891194,-0.405926498,-0.431827089,-2.295079984,-1.207342373,0.092524326,-1.411988334,-2.31982572,-1.757041945,-1.301065723,-2.403530902,-0.630877179,-1.04670559,-0.148666842,-2.063776866,0.655609428,-1.257071185,0.605365197,-1.693961807,-1.827755078,-3.150447829,-1.420220706,-1.480504278,-1.351567508,0.321886535,-2.404415206,-1.080683677,1.269378867,-1.031643049,-0.109790132,-0.936714439,-0.548524415,-1.280093913,-0.529095915,-1.260285704,-1.222300398,0.628421285,-0.538203423,-0.829202398,-0.721722618,-1.110045793,-0.335600305,-1.656471153,0.415504522,-1.877642055,-1.2671419,-1.021433633,-0.357812787,-1.595363831,-1.433194912,-1.322836048,-1.484240541,0.547659928,0.3183476,-0.308307258,-1.569624841,-0.52579581,-0.781544118,-0.967811879,-1.847857975,-0.421391111,-0.534221051,-1.45754055,-1.840816447,-1.523709122,1.387165888,-1.708590979,-1.635218033,0.240965622,-1.134192636,-0.399079203,1.528683716,0.642917634,-0.637261652,-2.558456878,0.441249007,-2.407290224,-0.856503003,-0.109569146,-0.660916627,-1.819652094,-1.495520413,-0.110867809,-1.964738391,0.419959996,-1.034054224,-1.315387917,-1.250534768,-0.739279694,-1.147816354,-1.251487507,-2.414345573,-2.554814099,-1.905983853,-1.486470443,2.446608053,-1.535284497,-1.683620806,-2.911536944,-1.099348049,-0.87659832,0.021460816
-4.338,-2.215,,0,-1.144833628,-0.481434199,0.148776578,-0.375690638,-1.677825767,-0.948655846,-1.314435963,-1.056429283,-1.620149657,0.068335835,-1.407426625,-0.970391228,-2.5564781,-1.455123821,-0.614258555,-0.795226617,0.119880935,-2.893466269,-1.97749043,-0.973653345,-2.432403432,-0.724373634,-1.186954565,-1.710147498,-0.073976152,-2.09467511,-0.899483428,-2.741804117,-2.203704621,-2.903911251,-0.616282359,-0.944789938,-1.438695193,0.266428764,-0.684289125,-1.359675673,-1.159102268,0.325964712,-2.385667255,-1.221400086,0.461617703,-0.778809507,0.008460952,-0.003838183,-0.347104423,-2.299490472,0.117503954,-0.203352691,-1.946746767,0.180307252,-2.133644839,-1.089878986,-0.368698073,-2.007879838,-1.351974086,-0.678311824,0.33017764,-0.433177734,-2.084793097,-1.298029856,-1.239035725,-0.052803591,-0.496064264,-2.492137709,-0.901086552,0.502177507,0.637415537,0.535573391,-1.233034626,-1.450932123,-0.279598573,-0.107244115,-2.994234973,-1.36074982,-1.518165147,-0.914174185,0.110910681,-1.860004596,-0.487652619,-0.795681443,-1.157252924,-2.620803589,0.045923765,-2.778831579,-1.031759595,-0.926606199,-0.69840441,-0.570073148,-1.196774435,-0.419665833,-0.757009185,0.852702124,-1.290427216,0.173017512,-0.897417297,-2.873028861,-1.593455203,-2.219008137,-1.683114223,-0.62267665,-2.365341239,-1.556337185
2.939,1.125,1.125,1,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
0.601,-0.045,,0,-0.091428468,0.425922525,0.283851306,0.065957052,1.678804418,1.449632358,0.627037468,-0.053925331,-0.683580089,-0.357065005,-0.199874091,-0.116957603,-0.432776719,-0.938293002,-0.413293108,0.182424701,-0.802023013,-0.50854616,0.823110959,0.606522617,1.47617865,-0.403846936,-0.090778841,0.644679536,0.144494821,1.913416566,0.203297115,2.242965831,-1.951447745,-0.349450667,0.0918499,-2.729464022,-0.170617925,-0.856006457,-0.726012607,-0.226973229,0.286012005,0.861673359,-1.170827684,-0.036584628,-0.085768868,-0.987622103,-1.916651815,-0.006978058,-2.742408804,0.538961158,0.23960415,-0.744141509,0.341920655,-0.11782549,1.335738241,-0.578119615,0.375913826,0.799950712,-1.193126962,0.687654657,-0.627900018,-0.647764337,1.36198294,-2.084167859,-0.340378028,-0.687381702,-0.098965672,-0.482469171,-0.005102334,-0.661028388,-0.180099161,0.799579526,-2.019167472,-1.822438807,0.581633286,1.765440172,1.064236457,0.484992873,0.953238031,-1.033859116,0.95698023,-0.559734639,-0.171144023,-1.917797847,-1.722399675,-0.319405165,-1.444348727,0.424926176,-0.140114018,-0.925882971,-0.660907404,-2.302108111,0.610563308,-0.488513825,-1.092784981,0.097004519,0.551685371,-2.647092955,-1.299755628,-1.51819609,-1.440387179,-0.503523716,-1.64285094,0.106011972,-0.022785325,0.778830758
-0.2,-0.016,,0,-0.26226822,-0.536665758,0.403281443,-0.848618856,-1.397035607,1.551220621,-0.419617864,1.285401348,0.377182805,-0.376651823,-0.728695526,-0.169987441,-0.061518844,1.080368891,-0.332758733,0.973200387,0.38816329,1.400538354,-0.303408506,-0.874351949,-1.020745858,0.177466141,-0.956720583,0.696226894,-1.1372809,-1.097519213,-1.099727065,-0.710279407,-1.98957179,-0.180706481,-2.707724654,-0.925280291,-0.728891223,-1.322879158,-1.245339083,-0.336795105,0.310735992,-0.80832585,0.164274684,-1.415733732,1.443440167,-0.324190246,-1.469912247,-0.115224125,-0.716906259,-0.195375951,-0.52812809,-1.73864412,0.971881412,-1.522913271,-1.014593519,-0.825005558,-0.723462277,0.011365148,-0.439824603,-0.162229438,0.715544209,-1.556075064,1.882477563,-1.351465924,-0.475856582,0.523612625,1.19154467,-0.076416503,-2.36537527,1.170799664,0.251366197,-1.037029105,-0.703900636,0.171393709,0.706387565,0.081498448,0.226065596,-0.192694023,-1.1457088,-1.793751389,-0.555867628,-1.294144188,-0.126692821,-1.381041149,-0.165566004,-0.820853755,-1.289871535,0.755298689,-0.427049665,1.023699436,-0.909112395,2.533934812,-0.907993621,-0.408301001,1.800416124,-1.076479388,0.701215348,0.093710735,0.444295133,-1.148785924,0.876266989,1.466136956,0.866396773,-0.147877058,-0.448194551,1.181327943
-0.63,0.944,,0,-0.353979946,1.004385494,-0.03880631,-0.359512923,-2.933041613,-0.973676739,-0.934796021,-0.433099363,0.670382067,-0.864349517,-0.784308736,-0.800554411,0.169525641,-0.841499266,0.115603626,0.2356915,-0.03365473,0.256990974,-0.798384106,-0.97006525,-1.458770892,1.006198231,-0.346238883,-0.653556633,-1.094836268,-1.323910118,-1.44530962,-0.373936434,0.802140168,0.172205198,-0.75062568,-0.719262248,-0.330517161,-0.707299047,-0.049947541,0.151756579,-1.089768166,0.106604413,-0.926700707,0.864236114,1.15709453,0.299419877,-0.183353744,-1.160312055,1.019568186,-1.083295501,0.993693143,-0.318231962,0.688111561,0.648818166,-1.259699196,0.007984848,1.14653555,-0.589880721,-0.943413829,-2.440070183,1.126629204,0.545054129,-1.022696659,-0.114917216,-1.10759436,-1.04409514,0.505259803,-0.985535988,-0.679876648,-0.004297177,-1.53810067,-1.607616703,0.69916576,-0.427681931,-0.203049695,-0.839096367,-0.478378422,-2.272755361,-0.593503939,0.281512744,0.91064125,-1.94222282,-0.410773583,-2.070872803,2.66308185,0.191577443,-0.219477891,-0.343785605,-0.98204995,-0.47224212,0.569872552,-0.507593062,1.265573697,0.882777879,-0.275727832,0.18806305,0.709430312,-0.495635422,0.068600375,-0.504695048,1.259244631,0.25645099,-0.670494998,-0.784408525,-1.013176544,-0.088194316
-0.291,0.821,,0,-0.28167698,0.068604919,-0.741436061,-0.998198585,0.261525759,-1.973877226,0.286255171,0.685664885,-1.830243685,-0.378097798,-0.515073133,-1.210156958,-0.790450529,-0.239027105,0.133450542,0.673743291,-0.078590668,-1.01717881,-0.326620435,-1.193222885,1.354343979,-0.58614363,-1.521848849,-0.017431829,-0.970441317,-1.348612906,-0.67121585,-0.575726756,1.212571297,0.384483065,0.595090953,-0.744019993,-0.588961677,0.751605887,-0.815754789,-2.300369663,0.7571578,-0.253289013,-0.529152137,0.061797105,-0.931113786,-1.522940983,-1.458823988,-1.306886455,1.534254549,-0.647827371,-0.784291162,1.790368228,0.454866255,-0.945343706,0.551826112,-1.162607547,-0.263732389,0.292862389,1.747106315,-0.326340081,-0.004477815,-1.11793385,-0.207393099,0.140308291,-0.429651485,-1.00452701,1.209846973,-0.772211574,-0.320931269,-0.517055831,-1.367954802,-1.18758825,-0.518052942,-0.004656328,-0.035056644,0.108179796,0.74465456,-0.119319344,-1.00210368,-0.373853967,0.705919029,0.784786258,-0.54785575,0.385883187,0.022005453,-1.449185827,-0.591672698,-1.493470776,-1.431584062,-0.100129165,0.038163233,-1.485680655,-1.640614886,0.149994731,-0.244530616,0.839140373,1.351005638,-0.849210976,-1.181548578,-1.132780526,-1.271587104,-1.420037951,-0.111058082,0.72937267,-0.670312207,0.800977473
5.726,0.594,0.594,1,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594
1.358,0.919,0.919,1,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919
3.408,0.782,,0,0.507257153,-0.050939861,1.325650795,1.555138413,1.297338694,1.506466088,1.414158833,0.891494658,-0.770540846,0.388145821,0.80320519,2.291956133,1.392982391,-0.043163768,0.816677027,-0.052800504,-0.511491075,2.289810208,0.633750456,1.636291342,-0.153061322,-0.323543464,0.749271385,-0.06181584,0.460351209,0.01826206,-0.500455689,2.394872095,-1.19773698,-0.036114509,2.179792813,0.291920985,1.13342746,2.566580906,-0.332065305,0.293105304,0.38849136,-0.218285355,0.402621646,1.33172797,-0.878278417,-0.438562608,-0.704524132,0.154331045,-1.015042313,0.97566025,0.004176588,0.589740122,1.896381097,0.797016228,2.084154798,-0.135257865,-0.047828723,0.49422323,0.978755687,0.093954418,-0.451530603,0.29793277,1.599915427,0.945049941,-0.436456694,1.965453295,2.142489938,1.891024083,0.152446658,0.18185526,1.073188598,0.01386128,1.119758084,0.312200467,1.61027616,1.305738502,1.056928682,0.178682946,0.679180984,0.358336056,0.271362453,0.061275979,1.194045885,2.45474715,1.12622652,1.295449751,1.335290486,0.286802609,-0.644155788,1.315817602,0.206914621,0.239060916,1.199569761,0.355952885,-1.071494821,0.130838937,-0.206140702,0.742184112,-0.48112261,-0.269112386,1.348289337,0.922356648,0.045977947,0.448407248,1.41286021,2.347607378
